surface_form,surah,ayah,surah_name
حدث,93,11,ضحی
نشرح,94,1,شرح
انقض,94,3,شرح
فرغ,94,7,شرح
انصب,94,7,شرح
ارغب,94,8,شرح
تين,95,1,تین
سينين,95,2,تین
تقويم,95,4,تین
سافلين,95,5,تین
علق,96,2,علق
رجعي,96,8,علق
نسفع,96,15,علق
زبانيه,96,18,علق
منفكين,98,1,بینه
زلزال,99,1,زلزال
عاديات,100,1,عادیات
ضبحا,100,1,عادیات
موريات,100,2,عادیات
قدحا,100,2,عادیات
مغيرات,100,3,عادیات
صبحا,100,3,عادیات
نقعا,100,4,عادیات
وسط,100,5,عادیات
كنود,100,6,عادیات
حصل,100,10,عادیات
فراش,101,4,قارعه
مبثوث,101,4,قارعه
منفوش,101,5,قارعه
هاويه,101,9,قارعه
زر,102,2,تکاثر
مقابر,102,2,تکاثر
عصر,103,1,عصر
همزه,104,1,همزه
لمزه,104,1,همزه
ينبذ,104,4,همزه
موقده,104,6,همزه
ممدده,104,9,همزه
فيل,105,1,فیل
تضليل,105,2,فیل
ابابيل,105,3,فیل
ماكول,105,5,فیل
قريش,106,1,قریش
رحله,106,2,قریش
شتاء,106,2,قریش
صيف,106,2,قریش
يمنع,107,7,ماعون
ماعون,107,7,ماعون
كوثر,108,1,کوثر
انحر,108,2,کوثر
شانء,108,3,کوثر
ابتر,108,3,کوثر
عابد,109,4,کافرون
حماله,111,4,مسد
حطب,111,4,مسد
جيد,111,5,مسد
مسد,111,5,مسد
صمد,112,2,اخلاص
يولد,112,3,اخلاص
كفوا,112,4,اخلاص
فلق,113,1,فلق
غاسق,113,3,فلق
وقب,113,3,فلق
نفاثات,113,4,فلق
حاسد,113,5,فلق
حسد,113,5,فلق
وسواس,114,4,ناس
خناس,114,4,ناس
يوسوس,114,5,ناس
